2023-03-12 19:55:34,898 - mylog - INFO - RINAS AIRPORT,里纳斯机场,TIRANA,地拉那,ALBANIA,阿尔巴尼亚,TIA,
2023-03-12 19:57:55,665 - mylog - INFO - ITAUBA AIRPORT,伊塔乌巴机场,ITAUBA,伊塔乌巴,BRAZIL,巴西,AUB,
2023-03-12 19:57:55,764 - mylog - INFO - ARAGUAINA AIRPORT,阿拉瓜依纳机场,ARAGUAINA,阿拉瓜依纳,BRAZIL,巴西,AUX,
2023-03-12 19:57:55,864 - mylog - INFO - XANXERE AIRPORT,,XANXERE,,BRAZIL,巴西,AXE,
2023-03-12 19:57:55,961 - mylog - INFO - BARRETOS AIRPORT,巴雷图斯机场,BARRETOS,巴雷图斯,BRAZIL,巴西,BAT,
2023-03-12 19:57:56,056 - mylog - INFO - BAURU AIRPORT,包鲁机场,BAURU,包鲁,BRAZIL,巴西,BAU,
2023-03-12 19:57:56,150 - mylog - INFO - BARBELOS AIRPORT,巴塞卢斯机场,BARBELOS,巴塞卢斯,BRAZIL,巴西,BAZ,
2023-03-12 19:57:56,251 - mylog - INFO - BOCA DO ACRE AIRPORT,,BOCA DO ACRE,,BRAZIL,巴西,BCR,
2023-03-12 19:57:56,346 - mylog - INFO - BARRA DO CORDA AIRPORT,巴腊多科尔达机场,BARRA DO CORDA,巴腊多科尔达,BRAZIL,巴西,BDC,
2023-03-12 19:57:56,447 - mylog - INFO - VAL DE CANS AIRPORT,,BELEM,培兰,BRAZIL,巴西,BEL,
2023-03-12 19:57:56,548 - mylog - INFO - BACACHERI AIRPORT,,CURITIBA,库里蒂巴,BRAZIL,巴西,BFH,
2023-03-12 19:57:56,647 - mylog - INFO - BENTO GONCALVES AIRPORT,,BENTO GONCALVES,,BRAZIL,巴西,BGV,
2023-03-12 19:57:56,762 - mylog - INFO - BAGE AIRPORT,巴热机场,BAGE,巴热,BRAZIL,巴西,BGX,
2023-03-12 19:57:56,857 - mylog - INFO - BRAGANCA PAULISTA AIRPORT,布拉利斯塔机场,BRAGANCA PAULISTA,布拉利斯塔,BRAZIL,巴西,BJP,
2023-03-12 19:57:56,957 - mylog - INFO - BRUMADO AIRPORT,布鲁马杜机场,BRUMADO,布鲁马杜,BRAZIL,巴西,BMS,
2023-03-12 19:57:57,059 - mylog - INFO - BLUMENAU AIRPORT,布卢梅瑙机场,BLUMENAU,布卢梅瑙,BRAZIL,巴西,BNU,
2023-03-12 19:57:57,152 - mylog - INFO - BARRA DO GARCAS AIRPORT,巴拉-杜加萨斯机场,BARRA DO GARCAS,巴拉-杜加萨斯,BRAZIL,巴西,BPG,
2023-03-12 19:57:57,252 - mylog - INFO - PORTO SEGURO AIRPORT,塞古鲁港机场,PORTO SEGURO,塞古鲁港,BRAZIL,巴西,BPS,
2023-03-12 19:57:57,349 - mylog - INFO - BARRA AIRPORT,巴拉机场,BARRA,巴拉,BRAZIL,巴西,BQQ,
2023-03-12 19:57:57,447 - mylog - INFO - BARREIRAS AIRPORT,巴雷拉斯机场,BARREIRAS,巴雷拉斯,BRAZIL,巴西,BRA,
2023-03-12 19:57:57,543 - mylog - INFO - BARREIRINHA  AIRPORT,巴莱林亚机场,BARREIRINHA,巴莱林亚,BRAZIL,巴西,BRB,
2023-03-12 19:57:57,651 - mylog - INFO - BRASILIA INT' AIRPORT,巴西利亚国际机场,BRASILIA,巴西利亚,BRAZIL,巴西,BSB,
2023-03-12 19:57:57,750 - mylog - INFO - BALSAS AIRPORT,巴尔萨斯机场,BALSAS,巴尔萨斯,BRAZIL,巴西,BSS,
2023-03-12 19:57:57,846 - mylog - INFO - BOA VISTA AIRPORT,博阿维斯塔机场,BOA VISTA,博阿维斯塔,BRAZIL,巴西,BVB,
2023-03-12 19:57:57,943 - mylog - INFO - VILHENA AIRPORT,维列纳机场,VILHENA,维列纳,BRAZIL,巴西,BVH,
2023-03-12 19:57:58,043 - mylog - INFO - BELMONTE AIRPORT,贝尔蒙特机场,BELMONTE,贝尔蒙特,BRAZIL,巴西,BVM,
2023-03-12 19:57:58,141 - mylog - INFO - BREVES AIRPORT,,BREVES,,BRAZIL,巴西,BVS,
2023-03-12 19:57:58,245 - mylog - INFO - BONITO AIRPORT,,BONITO,,BRAZIL,巴西,BYO,
2023-03-12 19:57:58,355 - mylog - INFO - BUZIOS AIRPORT,布基亚斯机场,BUZIOS,布基亚斯,BRAZIL,巴西,BZC,
2023-03-12 19:57:58,459 - mylog - INFO - CASCAVEL AIRPORT,,CASCAVEL,,BRAZIL,巴西,CAC,
2023-03-12 19:57:58,564 - mylog - INFO - CARAUARI AIRPORT,卡劳阿里机场,CARAUARI,卡劳阿里,BRAZIL,巴西,CAF,
2023-03-12 19:57:58,659 - mylog - INFO - CARUARU AIRPORT,卡鲁阿鲁机场,CARUARU,卡鲁阿鲁,BRAZIL,巴西,CAU,
2023-03-12 19:57:58,766 - mylog - INFO - BARTOLOMEU LISANDRO AIRPORT,,CAMPOS,坎波斯,BRAZIL,巴西,CAW,
2023-03-12 19:57:58,869 - mylog - INFO - CAMPO MOURAO AIRPORT,坎普莫朗机场,CAMPO MOURAO,坎普莫朗,BRAZIL,巴西,CBW,
2023-03-12 19:57:58,975 - mylog - INFO - CONCORDIA AIRPORT,康考杰机场,CONCORDIA,康考杰,BRAZIL,巴西,CCI,
2023-03-12 19:57:59,070 - mylog - INFO - CRICIUMA AIRPORT,克雷西阿马机场,CRICIUMA,克雷西阿马,BRAZIL,巴西,CCM,
2023-03-12 19:57:59,167 - mylog - INFO - CACHOEIRA AIRPORT,卡舒埃拉河机场,CACHOEIRA,卡舒埃拉河,BRAZIL,巴西,CCQ,
2023-03-12 19:57:59,266 - mylog - INFO - CACERES AIRPORT,卡塞雷斯机场,CACERES,卡塞雷斯,BRAZIL,巴西,CCX,
2023-03-12 19:57:59,371 - mylog - INFO - CACHOEIRO DE ITAPEMIRIM AIRPORT,,CACHOEIRO DE ITAPEMIRIM,,BRAZIL,巴西,CDI,
2023-03-12 19:57:59,470 - mylog - INFO - CONCEICAO DO ARAGUAIA AIRPORT,康塞桑阿拉瓜亚机场,CONCEICAO DO ARAGUAIA,康塞桑阿拉瓜亚,BRAZIL,巴西,CDJ,
2023-03-12 19:57:59,572 - mylog - INFO - CABO FRIO AIRPORT,寒冷角机场,CABO FRIO,寒冷角,BRAZIL,巴西,CFB,
2023-03-12 19:57:59,666 - mylog - INFO - CACADOR AIRPORT,卡萨多尔机场,CACADOR,卡萨多尔,BRAZIL,巴西,CFC,
2023-03-12 19:57:59,764 - mylog - INFO - CONFREZA AIRPORT,,CONFREZA,,BRAZIL,巴西,CFO,
2023-03-12 19:57:59,858 - mylog - INFO - M. RONDON AIRPORT,库亚巴机场,CUIABA,库亚巴,BRAZIL,巴西,CGB,
2023-03-12 19:57:59,960 - mylog - INFO - CONGONHAS AIRPORT,,SAO PAULO,圣保罗,BRAZIL,巴西,CGH,
2023-03-12 19:58:00,075 - mylog - INFO - CAMPO GRANDE INTERNACIONAL AIRPORT,坎姆波格朗德国际机场,CAMPO GRANDE,坎姆波格朗德,BRAZIL,巴西,CGR,
2023-03-12 19:58:00,180 - mylog - INFO - COARI AIRPORT,夸里机场,COARI,夸里,BRAZIL,巴西,CIZ,
2023-03-12 19:58:00,281 - mylog - INFO - CORNELIO PROCOPIO AIRPORT,科?普拉科皮奥机场,CORNELIO PROCOPIO,科普拉科皮奥,BRAZIL,巴西,CKO,
2023-03-12 19:58:00,391 - mylog - INFO - CARAJAS AIRPORT,,CARAJAS,加拉杰斯,BRAZIL,巴西,CKS,
2023-03-12 19:58:00,492 - mylog - INFO - CAROLINA AIRPORT,卡罗利纳机场,CAROLINA,卡罗利纳,BRAZIL,巴西,CLN,
2023-03-12 19:58:00,588 - mylog - INFO - CALDAS NOVAS AIRPORT,卡尔迪斯机场,CALDAS NOVAS,卡尔迪斯,BRAZIL,巴西,CLV,
2023-03-12 19:58:00,682 - mylog - INFO - CAMOCIM AIRPORT,卡莫辛机场,CAMOCIM,卡莫辛,BRAZIL,巴西,CMC,
2023-03-12 19:58:00,781 - mylog - INFO - CORUMBA INTERNACIONAL AIRPORT,科龙巴国际机场,CORUMBA,科龙巴,BRAZIL,巴西,CMG,
2023-03-12 19:58:00,877 - mylog - INFO - CAMPO ALEGRE AIRPORT,坎普莱格雷机场,SANTANA DO ARAGUAIA,圣塔纳阿拉瓜亚,BRAZIL,巴西,CMP,
2023-03-12 19:58:00,975 - mylog - INFO - CAMETA AIRPORT,卡梅塔机场,CAMETA,卡梅塔,BRAZIL,巴西,CMT,
2023-03-12 19:58:01,068 - mylog - INFO - TANCREDO NEVES INT' AIRPORT,,BELO HORIZONTE,贝洛奥里藏特,BRAZIL,巴西,CNF,
2023-03-12 19:58:01,169 - mylog - INFO - CANAVIEIRAS AIRPORT,卡纳维埃拉斯机场,CANAVIEIRAS,卡纳维埃拉斯,BRAZIL,巴西,CNV,
2023-03-12 19:58:01,267 - mylog - INFO - CAMPINAS INT' AIRPORT,坎皮纳斯国际机场,CAMPINAS,坎皮纳斯,BRAZIL,巴西,CPQ,
2023-03-12 19:58:01,389 - mylog - INFO - CURURUPU AIRPORT,库鲁鲁普机场,CURURUPU,库鲁鲁普,BRAZIL,巴西,CPU,
2023-03-12 19:58:01,490 - mylog - INFO - JOAO SUASSUNA AIRPORT,,CAMPINA GRANDE,坎皮纳格拉德,BRAZIL,巴西,CPV,
2023-03-12 19:58:01,589 - mylog - INFO - CANARANA AIRPORT,卡纳拉纳机场,CANARANA,卡纳拉纳,BRAZIL,巴西,CQA,
2023-03-12 19:58:01,694 - mylog - INFO - COSTA MARQUES AIRPORT,,COSTA MARQUES,,BRAZIL,巴西,CQS,
2023-03-12 19:58:01,790 - mylog - INFO - CARAVELAS AIRPORT,卡罗莱纳 机场,CARAVELAS,卡罗莱纳 ,BRAZIL,巴西,CRQ,
2023-03-12 19:58:01,887 - mylog - INFO - CASSILANDIA AIRPORT,卡西兰迪亚机场,CASSILANDIA,卡西兰迪亚,BRAZIL,巴西,CSS,
2023-03-12 19:58:01,986 - mylog - INFO - SANTA CRUZ DO SUL AIRPORT,,SANTA CRUZ DO SUL,,BRAZIL,巴西,CSU,
2023-03-12 19:58:02,090 - mylog - INFO - COLORADO DO OESTE AIRPORT,,COLORADO DO OESTE,,BRAZIL,巴西,CSW,
2023-03-12 19:58:02,193 - mylog - INFO - CARUTAPERA AIRPORT,卡鲁塔佩拉机场,CARUTAPERA,卡鲁塔佩拉,BRAZIL,巴西,CTP,
2023-03-12 19:58:02,292 - mylog - INFO - DO PALMAR AIRPORT,,SANTA VITORIA,,BRAZIL,巴西,CTQ,
2023-03-12 19:58:02,395 - mylog - INFO - AFONSO PENA AIRPORT,,CURITIBA,库里蒂巴,BRAZIL,巴西,CWB,
2023-03-12 19:58:02,497 - mylog - INFO - CAMPO DOS BUGRES AIRPORT,南卡西亚斯机场,CAXIAS DO SUL,南卡西亚斯,BRAZIL,巴西,CXJ,
2023-03-12 19:58:02,601 - mylog - INFO - CARLOS RUHL AIRPORT,,CRUZ ALTA,克鲁斯阿尔塔,BRAZIL,巴西,CZB,
2023-03-12 19:58:02,717 - mylog - INFO - CAMPO INTERNACIONAL AIRPORT,,CRUZEIRO DO SUL,克鲁塞罗,BRAZIL,巴西,CZS,
2023-03-12 19:58:02,819 - mylog - INFO - DIVINOPOLIS AIRPORT,杜拉多斯机场,DIVINOPOLIS,杜拉多斯,BRAZIL,巴西,DIQ,
2023-03-12 19:58:02,924 - mylog - INFO - DIAMANTINO AIRPORT,迪亚曼蒂诺机场,DIAMANTINO,迪亚曼蒂诺,BRAZIL,巴西,DMT,
2023-03-12 19:58:03,029 - mylog - INFO - DIANOPOLIS AIRPORT,迪亚纳波利斯机场,DIANOPOLIS,迪亚纳波利斯,BRAZIL,巴西,DNO,
2023-03-12 19:58:03,127 - mylog - INFO - DOURADOS AIRPORT,多拉杜机场,DOURADOS,多拉杜,BRAZIL,巴西,DOU,
2023-03-12 19:58:03,228 - mylog - INFO - COMANDANTE KRAEMER AIRPORT,,ERECHIM,埃雷欣,BRAZIL,巴西,ERM,
2023-03-12 19:58:03,334 - mylog - INFO - EIRUNEPE AIRPORT,埃鲁内佩 机场,EIRUNEPE,埃鲁内佩,BRAZIL,巴西,ERN,
2023-03-12 19:58:03,436 - mylog - INFO - ESPINOSA AIRPORT,埃斯皮诺萨机场,ESPINOSA,埃斯皮诺萨,BRAZIL,巴西,ESI,
2023-03-12 19:58:03,538 - mylog - INFO - FRANCISCO BELTRAO AIRPORT,弗朗西斯机场,FRANCISCO BELTRAO,弗朗西斯,BRAZIL,巴西,FBE,
2023-03-12 19:58:03,638 - mylog - INFO - PRINCIPE DA BEIRA AIRPORT,普大贝拉机场,PRINCIPE DA BEIRA,普大贝拉,BRAZIL,巴西,FDB,
2023-03-12 19:58:03,741 - mylog - INFO - FEIRA DE SANTANA AIRPORT,弗拉德桑塔纳机场,FEIRA DE SANTANA,弗拉德桑塔纳,BRAZIL,巴西,FEC,
2023-03-12 19:58:03,843 - mylog - INFO - FEIJO AIRPORT,费若机场,FEIJO,费若,BRAZIL,巴西,FEJ,
2023-03-12 19:58:03,947 - mylog - INFO - FERNANDO DE NORONHA AIRPORT,费?努罗尼亚机场,FERNANDO DE NORONHA,费?努罗尼亚,BRAZIL,巴西,FEN,
2023-03-12 19:58:04,046 - mylog - INFO - CANGAPARA AIRPORT,,FLORIANO,弗卢里亚诺,BRAZIL,巴西,FLB,
2023-03-12 19:58:04,151 - mylog - INFO - HERCILIO LUZ AIRPORT,,FLORIANOPOLIS,弗卢里亚诺波利斯,BRAZIL,巴西,FLN,
2023-03-12 19:58:04,250 - mylog - INFO - PINTO MARTINS AIRPORT,,FORTALEZA,福塔莱萨,BRAZIL,巴西,FOR,
2023-03-12 19:58:04,349 - mylog - INFO - FRANCA AIRPORT,弗兰卡机场,FRANCA,弗兰卡,BRAZIL,巴西,FRC,
2023-03-12 19:58:04,446 - mylog - INFO - GRAVATAI AIRPORT,,GRAVATAI,,BRAZIL,巴西,GCV,
2023-03-12 19:58:04,550 - mylog - INFO - GUADALUPE AIRPORT,瓜克卢佩机场,GUADALUPE,瓜克卢佩,BRAZIL,巴西,GDP,
2023-03-12 19:58:04,648 - mylog - INFO - SEPE TIARAJU AIRPORT,,SANTO ANGELO,圣安赫洛,BRAZIL,巴西,GEL,
2023-03-12 19:58:04,753 - mylog - INFO - GALEAO ANTONIO CARLOS JOBIM INT' AIRPORT,里约热内卢国际机场,RIO DE JANEIRO,里约热内卢,BRAZIL,巴西,GIG,
2023-03-12 19:58:04,864 - mylog - INFO - GUAJARA-MIRIM AIRPORT,瓜雅拉米林机场,GUAJARA-MIRIM,瓜雅拉米林,BRAZIL,巴西,GJM,
2023-03-12 19:58:04,964 - mylog - INFO - GUIMARAES AIRPORT,,GUIMARAES,,BRAZIL,巴西,GMS,
2023-03-12 19:58:05,069 - mylog - INFO - GUANAMBI AIRPORT,瓜纳姆比机场,GUANAMBI,瓜纳姆比,BRAZIL,巴西,GNM,
2023-03-12 19:58:05,167 - mylog - INFO - TANCREDO THOMAZ FARIA AIRPORT,,GUARAPUAVA,瓜拉普阿瓦,BRAZIL,巴西,GPB,
2023-03-12 19:58:05,261 - mylog - INFO - GURUPI AIRPORT,古鲁皮机场,GURUPI,古鲁皮,BRAZIL,巴西,GRP,
2023-03-12 19:58:05,358 - mylog - INFO - GUARULHOS INT' AIRPORT,圣保罗国际机场,SAO PAULO,圣保罗,BRAZIL,巴西,GRU,
2023-03-12 19:58:05,455 - mylog - INFO - GUARATINGUETA AIRPORT,,GUARATINGUETA,,BRAZIL,巴西,GUJ,
2023-03-12 19:58:05,556 - mylog - INFO - GUARAPARI AIRPORT,,GUARAPARI,,BRAZIL,巴西,GUZ,
2023-03-12 19:58:05,657 - mylog - INFO - GOVERNADOR VALADARES AIRPORT,,GOVERNADOR VALADARES,,BRAZIL,巴西,GVR,
2023-03-12 19:58:05,754 - mylog - INFO - SANTA GENOVEVA AIRPORT,戈亚尼亚,GOIANIA,戈亚尼亚,BRAZIL,巴西,GYN,
2023-03-12 19:58:05,854 - mylog - INFO - HORIZONTINA AIRPORT,,HORIZONTINA,,BRAZIL,巴西,HRZ,
2023-03-12 19:58:05,964 - mylog - INFO - SANTA ISABEL DO MORRO AIRPORT,,SANTA ISABEL DO MORRO,,BRAZIL,巴西,IDO,
2023-03-12 19:58:06,068 - mylog - INFO - CATARATAS AIRPORT,,IGUASSU FALLS,伊瓜苏瀑布,BRAZIL,巴西,IGU,
2023-03-12 19:58:06,167 - mylog - INFO - J. BATISTA BOS FILHO AIRPORT,巴蒂斯塔波斯彼得菲勒霍机场,IJUI,伊茹伊,BRAZIL,巴西,IJU,
2023-03-12 19:58:06,266 - mylog - INFO - ILHA SOLTEIRA AIRPORT,,ILHA SOLTEIRA,,BRAZIL,巴西,ILB,
2023-03-12 19:58:06,363 - mylog - INFO - IMPERATRIZ AIRPORT,因佩拉特里斯机场,IMPERATRIZ,因佩拉特里斯,BRAZIL,巴西,IMP,
2023-03-12 19:58:06,474 - mylog - INFO - EDUARDO GOMES AIRPORT,,ILHEUS,伊利乌斯,BRAZIL,巴西,IOS,
2023-03-12 19:58:06,575 - mylog - INFO - IPIRANGA AIRPORT,伊皮兰加机场,IPIRANGA,伊皮兰加,BRAZIL,巴西,IPG,
2023-03-12 19:58:06,673 - mylog - INFO - USIMINAS AIRPORT,衣潘廷加机场,IPATINGA,衣潘廷加,BRAZIL,巴西,IPN,
2023-03-12 19:58:06,769 - mylog - INFO - IPIAU AIRPORT,,IPIAU,,BRAZIL,巴西,IPU,
2023-03-12 19:58:06,867 - mylog - INFO - IRECE AIRPORT,,IRECE,,BRAZIL,巴西,IRE,
2023-03-12 19:58:06,972 - mylog - INFO - ITACOATIARA AIRPORT,,ITACOATIARA,,BRAZIL,巴西,ITA,
2023-03-12 19:58:07,070 - mylog - INFO - ITAITUBA AIRPORT,伊泰图巴机场,ITAITUBA,伊泰图巴,BRAZIL,巴西,ITB,
2023-03-12 19:58:07,169 - mylog - INFO - ITUBERA AIRPORT,,ITUBERA,,BRAZIL,巴西,ITE,
2023-03-12 19:58:07,281 - mylog - INFO - ITAMBACURI AIRPORT,伊坦巴库里机场,ITAMBACURI,伊坦巴库里,BRAZIL,巴西,ITI,
2023-03-12 19:58:07,388 - mylog - INFO - ITABUNA AIRPORT,伊塔布纳机场,ITABUNA,伊塔布纳,BRAZIL,巴西,ITN,
2023-03-12 19:58:07,495 - mylog - INFO - ITAPERUNA AIRPORT,,ITAPERUNA,,BRAZIL,巴西,ITP,
2023-03-12 19:58:07,599 - mylog - INFO - ITAQUI AIRPORT,,ITAQUI,,BRAZIL,巴西,ITQ,
2023-03-12 19:58:07,700 - mylog - INFO - ITUMBIARA AIRPORT,,ITUMBIARA,,BRAZIL,巴西,ITR,
2023-03-12 19:58:07,798 - mylog - INFO - JOACABA AIRPORT,若阿萨巴机场,JOACABA,若阿萨巴,BRAZIL,巴西,JCB,
2023-03-12 19:58:07,899 - mylog - INFO - JACOBINA AIRPORT,雅克比纳机场,JACOBINA,雅克比纳,BRAZIL,巴西,JCM,
2023-03-12 19:58:08,003 - mylog - INFO - JACAREACANGA AIRPORT,,JACAREACANGA,,BRAZIL,巴西,JCR,
2023-03-12 19:58:08,104 - mylog - INFO - FRANCISCO DE ASSIS AIRPORT,茹伊斯-迪福拉机场,JUIZ DE FORA,茹伊斯-迪福拉,BRAZIL,巴西,JDF,
2023-03-12 19:58:08,217 - mylog - INFO - REGIONAL DO CARIRI AIRPORT,,JUAZEIRO DO NORTE,北茹阿泽鲁,BRAZIL,巴西,JDO,
2023-03-12 19:58:08,328 - mylog - INFO - JEQUIE AIRPORT,热斯耶机场,JEQUIE,热斯耶,BRAZIL,巴西,JEQ,
2023-03-12 19:58:08,442 - mylog - INFO - JUINA AIRPORT,,JUINA,,BRAZIL,巴西,JIA,
2023-03-12 19:58:08,545 - mylog - INFO - JALES AIRPORT,,JALES,,BRAZIL,巴西,JLS,
2023-03-12 19:58:08,650 - mylog - INFO - JANUARIA AIRPORT,雅努阿里亚机场,JANUARIA,雅努阿里亚,BRAZIL,巴西,JNA,
2023-03-12 19:58:08,762 - mylog - INFO - CUBATAO AIRPORT,,JOINVILLE,儒万维尔,BRAZIL,巴西,JOI,
2023-03-12 19:58:08,859 - mylog - INFO - CASTRO PINTO AIRPORT,,JOAO PESSOA,若昂佩索阿,BRAZIL,巴西,JPA,
2023-03-12 19:58:08,959 - mylog - INFO - JI-PARANA AIRPORT,吉-巴拉那机场,JI-PARANA,吉-巴拉那,BRAZIL,巴西,JPR,
2023-03-12 19:58:09,063 - mylog - INFO - JURUENA AIRPORT,,JURUENA,,BRAZIL,巴西,JRN,
2023-03-12 19:58:09,161 - mylog - INFO - JATAI AIRPORT,,JATAI,,BRAZIL,巴西,JTI,
2023-03-12 19:58:09,263 - mylog - INFO - JUARA AIRPORT,,JUARA,,BRAZIL,巴西,JUA,
2023-03-12 19:58:09,367 - mylog - INFO - LAGES AIRPORT,拉日斯机场,LAGES,拉日斯,BRAZIL,巴西,LAJ,
2023-03-12 19:58:09,467 - mylog - INFO - BOM JESUS DA LAPA AIRPORT,博姆?杰?拉帕机场,BOM JESUS DA LAPA,博姆?杰?拉帕,BRAZIL,巴西,LAZ,
2023-03-12 19:58:09,565 - mylog - INFO - LABREA AIRPORT,拉布雷亚机场,LABREA,拉布雷亚,BRAZIL,巴西,LBR,
2023-03-12 19:58:09,662 - mylog - INFO - PONTES-E-LACERDA AIRPORT,,PONTES-E-LACERDA,,BRAZIL,巴西,LCB,
2023-03-12 19:58:09,778 - mylog - INFO - LONDRINA AIRPORT,隆德里纳机场,LONDRINA,隆德里纳,BRAZIL,巴西,LDB,
2023-03-12 19:58:09,873 - mylog - INFO - CHAPADA DIAMANTINA AIRPORT,,LENCOIS,,BRAZIL,巴西,LEC,
2023-03-12 19:58:09,966 - mylog - INFO - LEOPOLDINA AIRPORT,利奥波尔迪纳机场,LEOPOLDINA,利奥波尔迪纳,BRAZIL,巴西,LEP,
2023-03-12 19:58:10,069 - mylog - INFO - LINS AIRPORT,林斯机场,LINS,林斯,BRAZIL,巴西,LIP,
2023-03-12 19:58:10,164 - mylog - INFO - HELMUTH BAUNGARTEM AIRPORT,,LONTRAS,,BRAZIL,巴西,LOI,
2023-03-12 19:58:10,267 - mylog - INFO - DOS GALPOES AIRPORT,,LIVRAMENTO,利夫拉门图,BRAZIL,巴西,LVB,
2023-03-12 19:58:10,366 - mylog - INFO - MARABA AIRPORT,马拉巴机场,MARABA,马拉巴,BRAZIL,巴西,MAB,
2023-03-12 19:58:10,465 - mylog - INFO - EDUARDO GOMES INT' AIRPORT,爱德华多戈麦斯国际机场,MANAUS,马瑙斯,BRAZIL,巴西,MAO,
2023-03-12 19:58:10,569 - mylog - INFO - MATUPA AIRPORT,,MATUPA,,BRAZIL,巴西,MBK,
2023-03-12 19:58:10,664 - mylog - INFO - MAUES AIRPORT,毛埃斯机场,MAUES,毛埃斯,BRAZIL,巴西,MBZ,
2023-03-12 19:58:10,760 - mylog - INFO - MACAPA INTERNACIONAL AIRPORT,马卡帕 国际机场,MACAPA,马卡帕 ,BRAZIL,巴西,MCP,
2023-03-12 19:58:10,859 - mylog - INFO - PALMARES AIRPORT,帕尔马雷斯机场,MACEIO,马赛约（州府）,BRAZIL,巴西,MCZ,
2023-03-12 19:58:10,957 - mylog - INFO - MACAE AIRPORT,马卡埃机场,MACAE,马卡埃,BRAZIL,巴西,MEA,
2023-03-12 19:58:11,057 - mylog - INFO - MONTE DOURADO AIRPORT,,MONTE DOURADO,,BRAZIL,巴西,MEU,
2023-03-12 19:58:11,160 - mylog - INFO - REGIONAL DE MARINGA,,MARINGA,马林加,BRAZIL,巴西,MGF,
2023-03-12 19:58:11,259 - mylog - INFO - DR GASTAO VIDIGAL AIRPORT,,MARILIA,马里利亚,BRAZIL,巴西,MII,
2023-03-12 19:58:11,363 - mylog - INFO - MANICORE AIRPORT,马尼科雷机场,MANICORE,马尼科雷,BRAZIL,巴西,MNX,
2023-03-12 19:58:11,459 - mylog - INFO - MONTES CLAROS AIRPORT,蒙特斯克拉劳斯机场,MONTES CLAROS,蒙特斯克拉劳斯,BRAZIL,巴西,MOC,
2023-03-12 19:58:11,557 - mylog - INFO - MINACU MUNICIPAL AIRPORT,牧公市政机场,MINACU,牧公,BRAZIL,巴西,MQH,
2023-03-12 19:58:11,657 - mylog - INFO - MONTE ALEGRE AIRPORT,蒙蒂阿莱格里机场,MONTE ALEGRE,蒙蒂阿莱格里,BRAZIL,巴西,MTE,
2023-03-12 19:58:11,809 - mylog - INFO - MATO GROSSO AIRPORT,马托格罗索机场,MATO GROSSO,马托格罗索,BRAZIL,巴西,MTG,
2023-03-12 19:58:11,925 - mylog - INFO - DIXSEPT ROSADO AIRPORT,,MOSSORO,莫索罗,BRAZIL,巴西,MVF,
2023-03-12 19:58:12,068 - mylog - INFO - MUCURI AIRPORT,穆库里机场,MUCURI,穆库里,BRAZIL,巴西,MVS,
2023-03-12 19:58:12,210 - mylog - INFO - AUGUSTO SEVERO AIRPORT,,NATAL,纳塔尔,BRAZIL,巴西,NAT,
2023-03-12 19:58:12,336 - mylog - INFO - CANA BRAVA AIRPORT,卡尼亚布拉瓦机场,CANA BRAVA,卡尼亚布拉瓦,BRAZIL,巴西,NBV,
2023-03-12 19:58:12,463 - mylog - INFO - NANUQUE AIRPORT,纳努基机场,NANUQUE,纳努基,BRAZIL,巴西,NNU,
2023-03-12 19:58:12,603 - mylog - INFO - NOVA XAVANTINA AIRPORT,,NOVA XAVANTINA,,BRAZIL,巴西,NOK,
2023-03-12 19:58:12,722 - mylog - INFO - NIQUELANDIA AIRPORT,尼克兰迪尼机场,NIQUELANDIA,尼克兰迪尼,BRAZIL,巴西,NQL,
2023-03-12 19:58:12,820 - mylog - INFO - MIRACENA DO NORTE AIRPORT,北米拉赛马机场,MIRACENA DO NORTE,北米拉赛马,BRAZIL,巴西,NTM,
2023-03-12 19:58:12,921 - mylog - INFO - NOVO ARIPUANA AIRPORT,诺沃阿里普阿南机场,NOVO ARIPUANA,诺沃阿里普阿南,BRAZIL,巴西,NVP,
2023-03-12 19:58:13,017 - mylog - INFO - NAVEGANTES AIRPORT,纳韦甘蒂斯机场,NAVEGANTES,纳韦甘蒂斯,BRAZIL,巴西,NVT,
2023-03-12 19:58:13,147 - mylog - INFO - CACOAL AIRPORT,,CACOAL,,BRAZIL,巴西,OAL,
2023-03-12 19:58:13,284 - mylog - INFO - OBIDOS AIRPORT,奥比杜斯机场,OBIDOS,奥比杜斯,BRAZIL,巴西,OBI,
2023-03-12 19:58:13,446 - mylog - INFO - OURILANDIA AIRPORT,,OURILANDIA,,BRAZIL,巴西,OIA,
2023-03-12 19:58:13,761 - mylog - INFO - SINOP AIRPORT,锡诺普机场,SINOP,锡诺普,BRAZIL,巴西,OPS,
2023-03-12 19:58:13,856 - mylog - INFO - ORIXIMINA AIRPORT,奥里希米纳机场,ORIXIMINA,奥里希米纳,BRAZIL,巴西,ORX,
2023-03-12 19:58:13,955 - mylog - INFO - OURINHOS AIRPORT,欧里纽斯机场,OURINHOS,欧里纽斯,BRAZIL,巴西,OUS,
2023-03-12 19:58:14,071 - mylog - INFO - OIAPOQUE AIRPORT,奥亚波基机场,OIAPOQUE,奥亚波基,BRAZIL,巴西,OYK,
2023-03-12 19:58:14,175 - mylog - INFO - PAULO AFONSO AIRPORT,保罗?阿方索机场,PAULO AFONSO,保罗?阿方索,BRAZIL,巴西,PAV,
